Object ID,Department,Object Name,Title,Culture,Artist Nationality,Object Begin Date,Object End Date,Medium,Credit Line,Country
90373,Costume Institute,Earrings,Earrings,"European, Eastern",,1700,1899.0,metal,"Rogers Fund, 1909",
96100,Costume Institute,Evening dress,Evening dress,French,"French, born Italy",1966,1967.0,[no medium available],"Gift of Mrs. William Rand, 1975",
98251,Costume Institute,Cap,Cap,probably French,,1800,1899.0,wool,Museum Accession,
100359,Costume Institute,Hat,Hat,French,French|French,1949,1949.0,"wool, cotton","Gift of Mary S. Ryan, 1981",
100359,Costume Institute,Hat,Hat,French,French|French,1949,1949.0,"wool, cotton","Gift of Mary S. Ryan, 1981",
114490,Costume Institute,Mules,Mules,American,American,1959,1959.0,"leather, wood, metal glass","Gift of Beth and Herbert Levine, 1977",
119757,Costume Institute,Gloves,Gloves,probably French,,1950,1959.0,leather,"Gift of Mrs. Stowe C. Phelps, 1980",
127104,Costume Institute,Ensemble,Ensemble,Romanian,,1800,1939.0,"linen, wool","Gift of Miss Irene Lewisohn and Alice Lewisohn Crowley, 1939",
129839,Costume Institute,Ensemble,Ensemble,British,British|British,1976,1980.0,"a) leather; b) leather, metal","Purchase, Richard Martin Bequest and Friends of The Costume Institute Gifts, 2006",
145237,Costume Institute,Necklace,Necklace,American,,1967,1967.0,"synthetic, metal","Gift of Martin F. Price, 2017",
146150,Costume Institute,Jacket,Jacket,American,American,2003,2004.0,"leather, wool","Catharine Breyer Van Bomel Foundation Fund, 2008",
168579,Costume Institute,Chemisette,Chemisette,American,,1875,1899.0,Cotton,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Louise M. Coleman, 1941",
168781,Costume Institute,Fan,Fan,European,,1776,1799.0,"Ivory, paper","Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of George Arents in memory of Annie Walter Arents, 1949",
169926,Costume Institute,Undersleeves,Undersleeves,American,,1848,1852.0,Linen,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of The Jason and Peggy Westerfield Collection, 1969",
170041,Costume Institute,Evening shoes,Evening shoes,American,American,1938,1943.0,"Leather, metallic","Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Colonel and Mrs. Horace Figuers, 1973",
174460,Costume Institute,Ensemble,Ensemble,American,American,1950,1950.0,Wool,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Albert Ogden in memory of Sheldon Stewart, 1964",
187639,European Sculpture and Decorative Arts,Knife and fork with case,Knife and fork with case,possibly Greek,,1700,1750.0,"Steel, silver, niello; case:  leather, silver, niello","Gift of R. Stuyvesant, 1893",
190199,European Sculpture and Decorative Arts,Swags,Set of five swags,French,,1700,1799.0,Gilt bronze,"Gift of J. Pierpont Morgan, 1906",
194582,European Sculpture and Decorative Arts,Jug with cover,Jug with cover,"German, Silesia (Bunzlau)",,1755,1765.0,Stoneware,"Gift of Mrs. Robert W. de Forest, 1920",
198408,European Sculpture and Decorative Arts,Plaque,Marriage of Peleus and Thetis,"Italian, Venice",Italian,1570,1580.0,Bronze,"Samuel D. Lee Fund, 1939",
200381,European Sculpture and Decorative Arts,Snuffbox,Snuffbox,"German, Hanau",,1770,1780.0,Gold,"Bequest of Catherine D. Wentworth, 1948",
201480,European Sculpture and Decorative Arts,Chess set,Chess set,probably German,,1800,1899.0,Metal,"Gift of Gustavus A. Pfeiffer, 1953",
203525,European Sculpture and Decorative Arts,Toy,Partridges in wheatsheaf,"British, Chelsea",,1750,1760.0,Soft-paste porcelain,"Gift of Irwin Untermyer, 1964",
211642,European Sculpture and Decorative Arts,Souvenir spoon,Souvenir spoon,European,,1885,1899.0,Gilt and enamel,"Gift of Sir William H. Redding, in memory of his wife, 1907",
218086,European Sculpture and Decorative Arts,Border,Border,"Italian, Venice",,1600,1699.0,Needle lace,"Purchase by subscription, 1909",
218343,European Sculpture and Decorative Arts,Fragment,Fragment,Spanish,,1800,1815.0,Machine net,"Purchase by subscription, 1909",
226057,European Sculpture and Decorative Arts,Borders,Borders,French,,1700,1815.0,Needle lace,"Gift of Ann Payne Blumenthal, 1936",
229526,European Sculpture and Decorative Arts,Panel,Panel,French,,1775,1780.0,Silk,"Gift of Mrs. Janet S. Kaffenburgh in memory of her grandmother Mrs. Joseph Garson of Rochester, N.Y., 1976",
236638,European Sculpture and Decorative Arts,Plaque,Head described as that of Saint James the Elder,German,,1800,1899.0,Iron,"Gift of Martin and Roberta Lerner, 2009",
241148,Greek and Roman Art,Statuette of a seated goddess,Terracotta statuette of a seated goddess,Cypriot,,-325,-275.0,Terracotta,"The Cesnola Collection, Purchased by subscription, 1874–76",
244271,Greek and Roman Art,Axehead,Axehead,Cypriot,,-3200,-2000.0,Bronze,"The Cesnola Collection, Purchased by subscription, 1874–76",
246324,Greek and Roman Art,"Fibula, boat-shaped type","Fibula, boat-shaped type",Italic,,-800,-501.0,Bronze,"Purchase, 1896",
250722,Greek and Roman Art,"Statuette of a woman, seated",Terracotta statuette of a seated woman,"Greek, Attic",,-524,-475.0,Terracotta,"Gift of Henry S. Washington, 1919",
252173,Greek and Roman Art,Seal,Jasper amygdaloid seal,Minoan,,-1600,-1450.0,Jasper,"Bequest of Richard B. Seager, 1926",
252221,Greek and Roman Art,Seal,Seal,"Minoan, Crete",,-2000,-1450.0,Haemaetite,"Bequest of Richard B. Seager, 1926",
311479,"Arts of Africa, Oceania, and the Americas",Horn,Horn,Asmat people,,1900,2000.0,Bamboo,"The Michael C. Rockefeller Memorial Collection; Gift of Nelson A. Rockefeller and Mrs. Mary C. Rockefeller, 1965",Indonesia
312687,"Arts of Africa, Oceania, and the Americas",Snake figure,Coiled Serpent,Aztec,,1400,1600.0,"Stone, pigment","The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Mexico
313019,"Arts of Africa, Oceania, and the Americas",Pendant,Figure Pendant,Atlantic Watershed,,300,800.0,Jadeite,"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979",Costa Rica
316760,"Arts of Africa, Oceania, and the Americas",Painting,Painting,Abelam people,,1900,2000.0,"Paper, paint","Gift of Lita Osmundsen, 1992",Papua New Guinea
316760,"Arts of Africa, Oceania, and the Americas",Painting,Painting,Abelam people,,1900,2000.0,"Paper, paint","Gift of Lita Osmundsen, 1992",Papua New Guinea
317135,"Arts of Africa, Oceania, and the Americas",Ritual stone,Stone Pulidor,Mexican,,1200,1600.0,Stone,"Bequest of Arthur M. Bullowa, 1993  ",Mexico
319532,"Arts of Africa, Oceania, and the Americas",Costume element,Ceremonial Costume Element,Timor,,1850,1950.0,"Cotton, glass beads","Bequest of John B. Elliott, 1997",Indonesia
323644,Ancient Near Eastern Art,Sherd,Sherd,Iran,,-3505,-3100.0,"Ceramic, paint","Rogers Fund, 1938",
466522,Medieval Art,Fragment,Glass Fragment,French,,1200,1299.0,Colorless glass,"Gift of Dr. Bashford Dean, 1923",France
468605,Medieval Art,Hilt,Eagle-Headed Hilt,Byzantine,,300,400.0,Copper alloy,"Gift of Lawrence J. Majewski, 1963",
469993,The Cloisters,Panel,Grisaille Panel,French,,1250,1270.0,White and pot-metal glass with vitreous paint,"The Cloisters Collection, 1982",France
470842,The Cloisters,Capital,Capital,Catalan,,1100,1150.0,Marble,"The Cloisters Collection, 1925",present-day France
471090,The Cloisters,Roundel,Roundel with Saint John the Baptist,South Netherlandish,,1510,1520.0,"Colorless glass, silver stain, vitreous paint","The Cloisters Collection, 1932",
693616,Greek and Roman Art,Kylix fragment,Terracotta rim fragment of a kylix (drinking cup),"Greek, Attic",,-500,-450.0,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
695260,Medieval Art,Fragment,Fragment,European or Middle Eastern,,1125,1275.0,"Glass, ceramic","Gift of Clarence H. Mackay, Archer M. Huntington, Stephen H. P. Pell and Bashford Dean, 1928",
703467,Greek and Roman Art,Kylix fragment,Terracotta fragment of a kylix (drinking cup),"Greek, Attic",,-530,-450.0,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
709728,Greek and Roman Art,Kylix fragment,Terracotta fragment of a kylix (drinking cup),"Greek, Attic",,-530,-450.0,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
728820,Greek and Roman Art,Column-krater fragment,Terracotta fragment of a column-krater (bowl for mixing wine and water),"Greek, Attic",,-530,-400.0,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
733407,Greek and Roman Art,Oinochoe fragment,Terracotta fragment of an oinochoe (jug),"Greek, Attic",,-530,-300.0,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
740176,Greek and Roman Art,Skyphos fragment,Terracotta fragment of a skyphos (deep drinking cup),"Greek, Attic",,-530,-300.0,Terracotta,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",
771069,European Sculpture and Decorative Arts,Vase,Vase with flowering branch motif (one of a pair),"British, Stoke-on-Trent, Staffordshire",,1872,1872.0,Bone china,"Gift of Helene Fortunoff and Robert Grossman, 2017",
